1787313	2654351729	@@1787313		fo
1787313	2654351730	<p>		null
1787313	2654351731	Government	government	nn1
1787313	2654351732	officials	official	nn2
1787313	2654351733	have	have	vh0
1787313	2654351734	accused	accuse	vvn
1787313	2654351735	mining	mine	vvg_nn1
1787313	2654351736	firms	firm	nn2
1787313	2654351737	of	of	io
1787313	2654351738	reacting	react	vvg
1787313	2654351739	like	like	ii
1787313	2654351740	spoiled	spoiled	jj@
1787313	2654351741	children	child	nn2
1787313	2654351742	,		,
1787313	2654351743	but	but	ccb
1787313	2654351744	the	the	at
1787313	2654351745	Tanzanian	tanzanian	jj
1787313	2654351746	government	government	nn1
1787313	2654351747	's	's	ge
1787313	2654351748	approach	approach	nn1
1787313	2654351749	to	to	ii
1787313	2654351750	mining	mine	vvg_nn1
1787313	2654351751	legislation	legislation	nn1
1787313	2654351752	is	be	vbz
1787313	2654351753	unlikely	unlikely	jj
1787313	2654351754	to	to	to
1787313	2654351755	enhance	enhance	vvi
1787313	2654351756	investments	investment	nn2
1787313	2654351757	in	in	ii
1787313	2654351758	the	the	at
1787313	2654351759	sector	sector	nn1
1787313	2654351760	,		,
1787313	2654351761	nor	nor	cc
1787313	2654351762	to	to	to
1787313	2654351763	ensure	ensure	vvi
1787313	2654351764	that	that	cst
1787313	2654351765	the	the	at
1787313	2654351766	wider	wide	jjr
1787313	2654351767	population	population	nn1
1787313	2654351768	sees	see	vvz
1787313	2654351769	more	more	dar
1787313	2654351770	impact	impact	nn1
1787313	2654351771	from	from	ii
1787313	2654351772	mining	mine	vvg_nn1
1787313	2654351773	revenues	revenue	nn2
1787313	2654351774	.		.
1787313	2654351775	<p>		null
1787313	2654351776	In	in	ii
1787313	2654351777	late	late	jj
1787313	2654351778	April	april	npm1
1787313	2654351779	2010	2010	mc
1787313	2654351780	,		,
1787313	2654351781	Tanzania	tanzania	np1
1787313	2654351782	's	's	ge
1787313	2654351783	Parliament	parliament	nn1
1787313	2654351784	finally	finally	rr
1787313	2654351785	passed	pass	vvn_vvd
1787313	2654351786	new	new	jj
1787313	2654351787	mining	mining	nn1
1787313	2654351788	legislation	legislation	nn1
1787313	2654351789	in	in	ii
1787313	2654351790	an	a	at1
1787313	2654351791	effort	effort	nn1
1787313	2654351792	to	to	to
1787313	2654351793	end	end	vvi
1787313	2654351794	years	year	nnt2
1787313	2654351795	of	of	io
1787313	2654351796	caustic	caustic	jj
1787313	2654351797	debate	debate	nn1
1787313	2654351798	over	over	ii
1787313	2654351799	the	the	at
1787313	2654351800	industry	industry	nn1
1787313	2654351801	's	's	ge
1787313	2654351802	contribution	contribution	nn1
1787313	2654351803	to	to	ii
1787313	2654351804	society	society	nn1
1787313	2654351805	and	and	cc
1787313	2654351806	economic	economic	jj
1787313	2654351807	growth	growth	nn1
1787313	2654351808	.		.
1787313	2654351809	The	the	at
1787313	2654351810	Mining	mining	nn1
1787313	2654351811	Act	act	nn1
1787313	2654351812	2010	2010	mc
1787313	2654351813	replaces	replace	vvz
1787313	2654351814	the	the	at
1787313	2654351815	1998	1998	mc
1787313	2654351816	version	version	nn1
1787313	2654351817	that	that	cst_dd1
1787313	2654351818	was	be	vbdz
1787313	2654351819	credited	credit	vvn
1787313	2654351820	with	with	iw
1787313	2654351821	liberalising		vvg
1787313	2654351822	the	the	at
1787313	2654351823	sector	sector	nn1
1787313	2654351824	and	and	cc
1787313	2654351825	attracting	attract	vvg
1787313	2654351826	a	a	at1
1787313	2654351827	surge	surge	nn1
1787313	2654351828	in	in	ii
1787313	2654351829	foreign	foreign	jj
1787313	2654351830	direct	direct	jj
1787313	2654351831	investment	investment	nn1
1787313	2654351832	,		,
1787313	2654351833	enough	enough	rr_dd
1787313	2654351834	to	to	to
1787313	2654351835	make	make	vvi
1787313	2654351836	Tanzania	tanzania	np1
1787313	2654351837	Africa	africa	np1
1787313	2654351838	's	's	ge
1787313	2654351839	leading	leading	jj
1787313	2654351840	gold	gold	nn1_jj@
1787313	2654351841	producer	producer	nn1
1787313	2654351842	after	after	ii_cs
1787313	2654351843	South	south	np1
1787313	2654351844	Africa	africa	np1
1787313	2654351845	,		,
1787313	2654351846	Ghana	ghana	np1
1787313	2654351847	and	and	cc
1787313	2654351848	recently	recently	rr
1787313	2654351849	Mali	mali	np1
1787313	2654351850	within	within	ii
1787313	2654351851	a	a	at1
1787313	2654351852	good	good	jj
1787313	2654351853	decade	decade	nnt1
1787313	2654351854	.		.
1787313	2654351855	However	however	rr
1787313	2654351856	,		,
1787313	2654351857	as	as	csa_ii
1787313	2654351858	the	the	at
1787313	2654351859	industry	industry	nn1
1787313	2654351860	matured	mature	vvn_vvd
1787313	2654351861	in	in	ii
1787313	2654351862	Tanzania	tanzania	np1
1787313	2654351863	,		,
1787313	2654351864	it	it	pph1
1787313	2654351865	was	be	vbdz
1787313	2654351866	criticized	criticize	vvn
1787313	2654351867	for	for	if
1787313	2654351868	favouring	favour	vvg
1787313	2654351869	mining	mining	nn1_vvg
1787313	2654351870	companies	company	nn2
1787313	2654351871	at	at	ii
1787313	2654351872	the	the	at
1787313	2654351873	expense	expense	nn1
1787313	2654351874	of	of	io
1787313	2654351875	local	local	jj
1787313	2654351876	interests	interest	nn2
1787313	2654351877	while	while	cs
1787313	2654351878	the	the	at
1787313	2654351879	sector	sector	nn1
1787313	2654351880	contributed	contribute	vvd_vvn
1787313	2654351881	a	a	at1
1787313	2654351882	paltry	paltry	jj
1787313	2654351883	portion	portion	nn1
1787313	2654351884	of	of	io
1787313	2654351885	GDP	gdp	nn1
1787313	2654351886	.		.
1787313	2654351887	<p>		null
1787313	2654351888	The	the	at
1787313	2654351889	new	new	jj
1787313	2654351890	legislation	legislation	nn1
1787313	2654351891	,		,
1787313	2654351892	which	which	ddq
1787313	2654351893	still	still	rr
1787313	2654351894	awaits	await	vvz
1787313	2654351895	presidential	presidential	jj
1787313	2654351896	approval	approval	nn1
1787313	2654351897	,		,
1787313	2654351898	raises	raise	vvz
1787313	2654351899	royalty	royalty	nn1
1787313	2654351900	rates	rate	nn2_vvz@
1787313	2654351901	across	across	ii
1787313	2654351902	the	the	at
1787313	2654351903	board	board	nn1
1787313	2654351904	by	by	ii
1787313	2654351905	basing	base	vvg_jj@
1787313	2654351906	calculations	calculation	nn2
1787313	2654351907	on	on	ii
1787313	2654351908	gross	gross	jj
1787313	2654351909	profits	profit	nn2
1787313	2654351910	rather	rather	cs21
1787313	2654351911	than	than	cs22
1787313	2654351912	net	net	vvi
1787313	2654351913	back	back	rp_nn1_jj@
1787313	2654351914	values	value	nn2
1787313	2654351915	as	as	csa
1787313	2654351916	before	before	rt
1787313	2654351917	.		.
1787313	2654351918	@		ii
1787313	2654351919	@		ii
1787313	2654351920	@		ii
1787313	2654351921	@		ii
1787313	2654351922	@		ii
1787313	2654351923	@		ii
1787313	2654351924	@		ii
1787313	2654351925	@		ii
1787313	2654351926	@		ii
1787313	2654351927	@		ii
1787313	2654351928	3	3	mc
1787313	2654351929	to	to	ii
1787313	2654351930	4%	4%	m#
1787313	2654351931	,		,
1787313	2654351932	diamonds	diamond	nn2
1787313	2654351933	stay	stay	vv0
1787313	2654351934	at	at	ii
1787313	2654351935	5%	5%	m#
1787313	2654351936	,		,
1787313	2654351937	and	and	cc
1787313	2654351938	uranium	uranium	nn1
1787313	2654351939	is	be	vbz
1787313	2654351940	set	set	vvn
1787313	2654351941	at	at	ii
1787313	2654351942	5%	5%	m#
1787313	2654351943	.		.
1787313	2654351944	These	these	dd2
1787313	2654351945	values	value	nn2
1787313	2654351946	are	be	vbr
1787313	2654351947	not	not	xx
1787313	2654351948	wildly	wildly	rr
1787313	2654351949	out	out	ii21
1787313	2654351950	of	of	ii22
1787313	2654351951	sync	sync	nn1
1787313	2654351952	with	with	iw
1787313	2654351953	Tanzania	tanzania	np1
1787313	2654351954	's	's	ge
1787313	2654351955	peers	peer	nn2
1787313	2654351956	.		.
1787313	2654351957	Ghana	ghana	np1
1787313	2654351958	's	's	ge
1787313	2654351959	royalty	royalty	nn1
1787313	2654351960	rates	rate	nn2_vvz@
1787313	2654351961	on	on	ii
1787313	2654351962	minerals	mineral	nn2
1787313	2654351963	vary	vary	vv0
